1.51869,3.37,1.18,0.57,0.00,0.16
1.52667,3.70,0.71,0.02,0.00,0.10
1.52223,3.77,0.79,0.13,0.00,0.00
1.51898,3.35,1.23,0.59,0.00,0.00
1.52320,3.72,0.51,0.09,0.00,0.16
1.51926,3.33,1.28,0.60,0.00,0.11
1.51808,2.87,1.19,0.55,0.00,0.00
1.51837,2.84,1.28,0.55,0.00,0.00
1.51778,2.81,1.29,0.51,0.00,0.09
1.51769,2.71,1.29,0.56,0.00,0.24
1.51215,3.47,1.12,0.62,0.00,0.31
1.51824,3.48,1.29,0.60,0.00,0.00
1.51754,3.74,1.17,0.59,0.00,0.00
1.51754,3.66,1.19,0.57,0.00,0.11
1.51905,3.62,1.11,0.14,0.00,0.00
1.51977,3.58,1.32,0.12,0.69,0.00
1.52172,3.86,0.88,0.23,0.00,0.11
1.52227,3.81,0.78,0.00,0.00,0.00
1.52172,3.74,0.90,0.18,0.00,0.07
1.52099,3.59,1.12,0.09,0.00,0.00
1.52152,3.65,0.87,0.19,0.00,0.17
1.52152,3.65,0.87,0.19,0.00,0.17
1.52152,3.58,0.90,0.23,0.00,0.16
1.52300,3.58,0.82,0.12,0.00,0.03
1.51574,3.67,1.74,0.16,0.00,0.12
1.51848,3.87,1.27,0.54,0.00,0.32
1.51593,3.59,1.52,0.67,0.00,0.00
1.51631,3.57,1.57,0.61,0.00,0.00
1.51596,3.56,1.54,0.72,0.00,0.00
1.51590,3.58,1.51,0.69,0.00,0.00
1.51645,3.61,1.54,0.66,0.00,0.00
1.51627,3.58,1.54,0.61,0.00,0.00
1.51613,3.52,1.25,0.37,0.00,0.14
1.51590,3.52,1.90,0.69,0.00,0.00
1.51592,3.52,2.12,0.69,0.00,0.00
1.51593,3.45,1.43,0.61,0.00,0.00
1.51646,3.55,1.25,0.68,0.00,0.00
1.51594,3.52,1.55,0.68,0.00,0.09
1.51409,3.09,2.08,1.10,0.00,0.00
1.51625,3.58,1.49,0.45,0.00,0.00
1.51569,3.49,1.47,0.38,0.00,0.00
1.51645,3.49,1.52,0.67,0.00,0.10
1.51618,3.50,1.48,0.60,0.00,0.00
1.51640,3.48,1.87,0.63,0.00,0.09
1.51841,3.74,1.11,0.64,0.00,0.22
1.51605,3.44,1.45,0.44,0.00,0.00
1.51588,3.41,1.58,0.07,0.00,0.19
1.51590,3.34,1.47,0.39,0.00,0.00
1.51629,3.33,1.49,0.67,0.00,0.00
1.51860,3.43,1.43,0.51,0.00,0.00
1.51841,3.62,1.06,0.64,0.00,0.15
1.51743,3.25,1.16,0.62,0.00,0.24
1.51689,2.88,1.71,0.73,0.00,0.00
1.51811,2.96,1.43,0.60,0.14,0.00
1.51655,2.85,1.44,0.57,0.11,0.22
1.51730,2.72,1.63,0.70,0.00,0.00
1.51820,2.76,0.83,0.35,0.00,0.20
1.52725,3.15,0.66,0.08,0.00,0.00
1.52410,2.90,1.17,0.08,0.00,0.00
1.52475,0.00,1.88,0.81,0.00,0.34
1.53125,0.00,2.10,0.58,3.15,0.28
1.53393,0.00,1.00,0.12,0.00,0.24
1.52222,0.00,1.00,0.10,0.00,0.08
1.51818,0.00,0.56,0.00,0.00,0.00
1.52664,0.00,0.77,0.00,0.00,0.00
1.52739,0.00,0.75,0.00,0.00,0.00
1.52777,0.00,0.67,0.06,0.00,0.00
1.51892,3.83,1.26,0.57,0.00,0.14
1.51847,3.97,1.19,0.60,0.00,0.00
1.51846,3.89,1.33,0.51,0.00,0.00
1.51829,3.90,1.41,0.55,0.00,0.10
1.51708,3.68,1.81,0.64,0.00,0.00
1.51673,3.64,1.53,0.65,0.00,0.29
1.51652,3.57,1.47,0.64,0.00,0.00
1.51844,3.76,1.32,0.58,0.00,0.00
1.51663,3.54,1.62,0.64,0.00,0.21
1.51687,3.54,1.48,0.56,0.00,0.00
1.51707,3.48,1.71,0.62,0.00,0.00
1.52177,3.68,1.15,0.54,0.00,0.00
1.51872,3.66,1.56,0.58,0.00,0.12
1.51667,3.61,1.26,0.56,0.00,0.00
1.52081,2.28,1.43,0.49,0.00,0.17
1.52068,2.09,1.67,0.53,0.27,0.17
1.52020,1.35,1.63,0.39,0.00,0.18
1.52177,1.01,1.36,0.33,0.00,0.00
1.52614,0.00,1.36,0.19,0.00,0.10
1.51813,3.98,1.18,0.58,0.00,0.00
1.51800,3.93,1.54,0.54,0.00,0.15
1.51811,3.85,1.25,0.52,0.00,0.00
1.51789,3.90,1.30,0.55,0.00,0.28
1.51806,3.80,1.08,0.56,0.00,0.12
1.51711,3.62,1.57,0.61,0.00,0.00
1.51674,3.52,1.54,0.66,0.00,0.00
1.51674,3.56,1.64,0.65,0.00,0.00
1.51690,3.54,1.61,0.68,0.00,0.00
1.51851,3.63,1.07,0.57,0.09,0.17
1.51662,3.51,1.44,0.68,0.06,0.25
1.51709,3.47,1.79,0.66,0.00,0.00
1.51660,3.18,1.23,0.58,0.00,0.24
1.51839,3.67,1.24,0.62,0.00,0.35
1.51769,3.66,1.11,0.11,0.00,0.00
1.51610,3.53,1.34,0.56,0.00,0.00
1.51670,3.57,1.38,0.56,0.00,0.10
1.51643,3.52,1.35,0.57,0.00,0.00
1.51665,3.45,1.76,0.60,0.00,0.17
1.52127,3.90,0.83,0.00,0.00,0.00
1.51779,3.65,0.65,0.06,0.00,0.00
1.51610,3.40,1.22,0.59,0.00,0.00
1.51694,3.58,1.31,0.61,0.00,0.00
1.51646,3.40,1.26,0.52,0.00,0.00
1.51655,3.39,1.28,0.52,0.00,0.00
1.52121,3.76,0.58,0.11,0.00,0.00
1.51776,3.41,1.52,0.58,0.00,0.00
1.51796,3.36,1.63,0.57,0.00,0.09
1.51832,3.34,1.54,0.56,0.00,0.00
1.51934,3.54,0.75,0.16,0.15,0.24
1.52211,3.78,0.91,0.23,0.00,0.37
